iv,B_D,W_D,theta_D,T_D,gamma_D,nu,nu2,L,U,sqrt_T_D,estimate,mean,lci,uci,model
chol_med_taking1,1.7398636976455326,0.8907688149719843,-31.577794503416108,2.80461888238207,0.6823922064535841,9.857275748089435,19.327442644598275,-35.078966162767685,-28.07662284406453,1.6746996394524214,"-31.58 	 (-35.08, -28.08)",-31.577794503416108,-35.078966162767685,-28.07662284406453,LDL_BMI_trt
chol_med_told1,0.9944347427625383,1.5479196418172827,2.1893411366518527,2.6417978588560747,0.41406582769828293,11.727354209951303,52.49328227402707,-1.071454633701649,5.450136907005354,1.6253608395848826,"2.19 	 (-1.07, 5.45)",2.1893411366518527,-1.071454633701649,5.450136907005354,LDL_BMI_trt
female,0.1896610185127415,0.7172902679899091,-6.845179198720985,0.9259173883539248,0.2253193675678867,16.252536429877317,177.27417065634884,-8.744110305705545,-4.946248091736425,0.9622460123866062,"-6.85 	 (-8.74, -4.95)",-6.845179198720985,-8.744110305705545,-4.946248091736425,LDL_BMI_trt
race_ethHispanic,0.8144005709649554,2.313158032965673,-2.084364457472506,3.208998661027124,0.27916516106451533,14.24785172837461,115.48353569097702,-5.632561383662756,1.4638324687177433,1.7913678184636241,"-2.08 	 (-5.63, 1.46)",-2.084364457472506,-5.632561383662756,1.4638324687177433,LDL_BMI_trt
race_ethNH Black,0.7880175340088075,1.7312153960874457,-16.26290579026186,2.5980346834971337,0.33364423227902784,12.953962459671814,80.84911424119693,-19.470056538689846,-13.055755041833878,1.6118420156755853,"-16.26 	 (-19.47, -13.06)",-16.26290579026186,-19.470056538689846,-13.055755041833878,LDL_BMI_trt
race_ethNH White,0.4004441003564521,1.7787986272750127,-6.272421750699035,2.21928713766711,0.1984819823067753,17.736498156828127,228.4548234864351,-9.207783601660394,-3.337059899737677,1.4897272024324153,"-6.27 	 (-9.21, -3.34)",-6.272421750699035,-9.207783601660394,-3.337059899737677,LDL_BMI_trt
race_ethOther Race,2.0574962037951163,7.098933138950902,-6.279668690610267,9.36217896312553,0.24174349081434904,15.531361272097055,154.0043298476386,-12.32420208600345,-0.2351352952170842,3.059767795622003,"-6.28 	 (-12.32, -0.24)",-6.279668690610267,-12.32420208600345,-0.2351352952170842,LDL_BMI_trt
(Intercept),6.805473839279052,4.859457024074119,83.02404009263897,12.345478247281076,0.606377579973919,10.20637163455459,24.476890137029468,75.77976819114818,90.26831199412976,3.5136132751458398,"83.02 	 (75.78, 90.27)",83.02404009263897,75.77976819114818,90.26831199412976,LDL_BF_trt
age,6.395253776590179e-4,7.148176319967928e-4,0.45712646708413085,0.0014182955474217125,0.49600234359034434,10.921940007605658,36.582640767076896,0.38079012584962585,0.5334628083186359,0.03766026483472617,"0.46 	 (0.38, 0.53)",0.45712646708413085,0.38079012584962585,0.5334628083186359,LDL_BF_trt
chol_med_taking1,1.8268582003904092,0.9039299725170555,-31.756213672628235,2.9134739929465057,0.6897415337478688,9.827883503710474,18.917761790226738,-35.32982725441194,-28.18260009084453,1.7068901525717775,"-31.76 	 (-35.33, -28.18)",-31.756213672628235,-35.32982725441194,-28.18260009084453,LDL_BF_trt
chol_med_told1,1.2718698067450682,1.540732751787831,3.166195057281712,2.939789539207406,0.47590372329740777,11.091428297860887,39.73784434586953,-0.2998155802590139,6.632205694822437,1.7145814472364402,"3.17 	 (-0.3, 6.63)",3.166195057281712,-0.2998155802590139,6.632205694822437,LDL_BF_trt
fat_percentage,0.005217842774130668,0.003229401656181407,0.9848010693524671,0.008969028707725143,0.6399385305345403,10.04126191620475,21.976877631393265,0.7883830298017829,1.1812191089031514,0.09470495608850227,"0.98 	 (0.79, 1.18)",0.9848010693524671,0.7883830298017829,1.1812191089031514,LDL_BF_trt
female,0.6158420631359849,0.9156981117442964,-14.197568498688371,1.5931243811938798,0.4252186944386121,11.597561772393771,49.775749711660445,-16.733035369522874,-11.662101627853868,1.2621903110045964,"-14.2 	 (-16.73, -11.66)",-14.197568498688371,-16.733035369522874,-11.662101627853868,LDL_BF_trt
race_ethHispanic,0.8020911566327829,2.2489524517682415,1.4753528424845963,3.1312527240643027,0.2817722969198262,14.172886873180982,113.35636866615286,-2.0302950922242555,4.981000777193447,1.76953460663088,"1.48 	 (-2.03, 4.98)",1.4753528424845963,-2.0302950922242555,4.981000777193447,LDL_BF_trt
race_ethNH Black,0.5873537173819168,1.677864457178812,-10.348743258726376,2.3239535462989203,0.278012910434056,14.281495359667044,116.44278415768709,-13.367991294181458,-7.329495223271295,1.5244518838910333,"-10.35 	 (-13.37, -7.33)",-10.348743258726376,-13.367991294181458,-7.329495223271295,LDL_BF_trt
race_ethNH White,0.4815920010363881,1.7882267166141257,-3.156989608325979,2.3179779177541526,0.22854022770557428,16.101594247200918,172.31266445212412,-6.162122537398497,-0.15185667925346102,1.5224906954573327,"-3.16 	 (-6.16, -0.15)",-3.156989608325979,-6.162122537398497,-0.15185667925346102,LDL_BF_trt
race_ethOther Race,1.4113403691280932,7.104723975933448,-2.291762551984995,8.65719838197435,0.17932757660646875,19.12239570149052,279.86484627428433,-8.083634441442749,3.5001093374727583,2.9423117411270936,"-2.29 	 (-8.08, 3.5)",-2.291762551984995,-8.083634441442749,3.5001093374727583,LDL_BF_trt
(Intercept),0.11102017934223601,0.5455176863305837,63.8759460993293,0.6676398836070434,0.1829162700955981,18.836421761642644,268.9910533016924,62.26723651388307,65.48465568477552,0.8170923348110931,"63.88 	 (62.27, 65.48)",63.8759460993293,62.26723651388307,65.48465568477552,HDL_BMI
age,7.579886270706984e-6,7.535006690376301e-5,0.09234251139847816,8.368794180154069e-5,0.09963054077193452,32.61694738048366,906.6873035325154,0.07438857586347783,0.11029644693347848,0.009148111378942688,"0.09 	 (0.07, 0.11)",0.09234251139847816,0.07438857586347783,0.11029644693347848,HDL_BMI
bmi,6.0546251005696885e-5,5.939576264720357e-4,-0.7808240418400632,6.605585025783022e-4,0.10082509852845586,32.210728264987196,885.330037605944,-0.8312666885071665,-0.7303813951729599,0.025701332700432136,"-0.78 	 (-0.83, -0.73)",-0.7808240418400632,-0.8312666885071665,-0.7303813951729599,HDL_BMI
female,0.009715215208386566,0.0841010026120349,10.758135673259156,0.09478773934126013,0.11274387176542143,28.739232797218616,708.0380862005451,10.153676187674112,11.3625951588442,0.30787617533882045,"10.76 	 (10.15, 11.36)",10.758135673259156,10.153676187674112,11.3625951588442,HDL_BMI
race_ethHispanic,0.03872155835218774,0.15710000371129085,0.11618681115290287,0.19969371789869736,0.21329521346792635,16.863353118411187,197.82459724948404,-0.7650554759986965,0.9974290983045021,0.4468710304983949,"0.12 	 (-0.77, 1)",0.11618681115290287,-0.7650554759986965,0.9974290983045021,HDL_BMI
race_ethNH Black,0.038855953535914096,0.22001238049681116,6.1693618615469825,0.26275392938631664,0.16266759164870304,20.650224494448345,340.126473128573,5.161105833630691,7.177617889463274,0.5125952881038965,"6.17 	 (5.16, 7.18)",6.1693618615469825,5.161105833630691,7.177617889463274,HDL_BMI
race_ethNH White,0.03945311118164106,0.177900397952317,3.2911372121843154,0.22129882025212216,0.19610778878243476,17.890962360722057,234.01991852356647,2.364329896561713,4.217944527806917,0.470424085535724,"3.29 	 (2.36, 4.22)",3.2911372121843154,2.364329896561713,4.217944527806917,HDL_BMI
race_ethOther Race,0.04297417758322277,0.5026649229841892,0.8927585099066204,0.5499365183257342,0.08595827657610747,38.316908659350865,1218.0555934192964,-0.5621514950550153,2.347668514868256,0.7415770481384482,"0.89 	 (-0.56, 2.35)",0.8927585099066204,-0.5621514950550153,2.347668514868256,HDL_BMI
(Intercept),0.09113299330350486,0.5676360681108047,56.95476398365457,0.66788236074466,0.15009573320979022,22.07801071778978,399.4899112573715,55.348134179737016,58.56139378757213,0.8172406993931837,"56.95 	 (55.35, 58.56)",56.95476398365457,55.348134179737016,58.56139378757213,HDL_BF
age,1.4129022852597698e-5,8.244463294324595e-5,0.09439235847962388,9.798655808110342e-5,0.15861282855749895,21.080936363936704,357.738671140824,0.07492517478784119,0.11385954217140656,0.009898815993900655,"0.09 	 (0.07, 0.11)",0.09439235847962388,0.07492517478784119,0.11385954217140656,HDL_BF
fat_percentage,3.08556579695015e-4,4.7227205798767904e-4,-0.45183945422783045,8.116842956521956e-4,0.4181579457463764,11.678843250809663,51.47090475041666,-0.5090229610164717,-0.3946559474391892,0.02849007363367451,"-0.45 	 (-0.51, -0.39)",-0.45183945422783045,-0.5090229610164717,-0.3946559474391892,HDL_BF
female,0.029801519729601322,0.1514999728653108,14.07074705991983,0.18428164456787227,0.17788896870023171,19.240901620951824,284.4097461948965,13.22577730710041,14.91571681273925,0.4292803799009131,"14.07 	 (13.23, 14.92)",14.07074705991983,13.22577730710041,14.91571681273925,HDL_BF
race_ethHispanic,0.04413222689970999,0.15025702206198893,-2.6515368928246463,0.19880247165166992,0.24418936639147776,15.433542231341663,150.9346713577552,-3.5324947893645215,-1.7705789962847711,0.44587270790178435,"-2.65 	 (-3.53, -1.77)",-2.6515368928246463,-3.5324947893645215,-1.7705789962847711,HDL_BF
race_ethNH Black,0.04187677316070897,0.20543960430518712,2.1979007382842806,0.251504054781967,0.1831558959028072,18.81780074320864,268.2876630802984,1.210521128332807,3.185280348235754,0.5015017993805875,"2.2 	 (1.21, 3.19)",2.1979007382842806,1.210521128332807,3.185280348235754,HDL_BF
race_ethNH White,0.035071006543218444,0.1712683135188347,1.0113158138561755,0.209846420716375,0.18383971985722755,18.764978766367662,266.29548943876864,0.10937681924833764,1.9132548084640133,0.45808997011108527,"1.01 	 (0.11, 1.91)",1.0113158138561755,0.10937681924833764,1.9132548084640133,HDL_BF
race_ethOther Race,0.04452186290383591,0.4830105930346716,-2.0940997475396737,0.5319846422288911,0.09205914101021734,35.50699597353965,1061.9612571708856,-3.5252752568332455,-0.662924238246102,0.7293727731612217,"-2.09 	 (-3.53, -0.66)",-2.0940997475396737,-3.5252752568332455,-0.662924238246102,HDL_BF
(Intercept),0.09032487607330479,0.5464581218357824,62.23779198950541,0.6458154855164177,0.15384791153031194,21.622292811449107,380.24131147668464,60.65768363677286,63.81790034223796,0.8036264589449613,"62.24 	 (60.66, 63.82)",62.23779198950541,60.65768363677286,63.81790034223796,HDL_BMI_trt
age,1.2840672683616415e-5,9.803375329473006e-5,0.12515676311945048,1.1215849324670812e-4,0.12593553589302184,25.82846356850185,567.4739374116094,0.10435541725220215,0.1459581089866988,0.010590490699052057,"0.13 	 (0.1, 0.15)",0.12515676311945048,0.10435541725220215,0.1459581089866988,HDL_BMI_trt
bmi,6.276096124403825e-5,5.562646961916911e-4,-0.7622429820188263,6.253017535601332e-4,0.11040598715001528,29.346531952266737,738.3414652941213,-0.8113343820690025,-0.71315158196865025,0.02500603434293677,"-0.76 	 (-0.81, -0.71)",-0.7622429820188263,-0.8113343820690025,-0.71315158196865025,HDL_BMI_trt
chol_med_taking1,0.06753784111376039,0.08561098789147209,1.284617430248706,0.15990261311660853,0.4646054481358568,11.193769874802866,41.69403369660857,0.47745497196380526,2.0917798885336065,0.39987824786628307,"1.28 	 (0.48, 2.09)",1.284617430248706,0.47745497196380526,2.0917798885336065,HDL_BMI_trt
chol_med_told1,0.01684857643398249,0.11958567468046004,-3.7581066717440663,0.13811910875784078,0.13418443142342262,24.361418945687035,499.84833389619513,-4.488283141587365,-3.0279302019007677,0.3716437928418027,"-3.76 	 (-4.49, -3.03)",-3.7581066717440663,-4.488283141587365,-3.0279302019007677,HDL_BMI_trt
female,0.00761907957264598,0.08102807718715196,10.477596543648131,0.08940906471706254,0.09373755956884736,34.81501151927914,1024.2718194689653,9.890847543271757,11.064345544024505,0.2990134858448069,"10.48 	 (9.89, 11.06)",10.477596543648131,9.890847543271757,11.064345544024505,HDL_BMI_trt
race_ethHispanic,0.04112175293980077,0.14876165928446775,0.20235958635129225,0.19399558751824858,0.23316988191561744,15.893103684921929,165.53796191428566,-0.667262734967916,1.0719819076705004,0.4404493018705429,"0.2 	 (-0.67, 1.07)",0.20235958635129225,-0.667262734967916,1.0719819076705004,HDL_BMI_trt
race_ethNH Black,0.046403393221689744,0.21914674486358224,6.067167086045379,0.27019047740744095,0.1889175852296451,18.386892914500315,252.17250812318792,5.043467679906016,7.090866492184743,0.5197984969268774,"6.07 	 (5.04, 7.09)",6.067167086045379,5.043467679906016,7.090866492184743,HDL_BMI_trt
race_ethNH White,0.04472133270515974,0.17410921910158259,3.214570553967272,0.2233026850772583,0.22029948255506085,16.498077811027148,185.4451823298817,2.2823073021080917,4.146833805826453,0.4725491350931227,"3.21 	 (2.28, 4.15)",3.214570553967272,2.2823073021080917,4.146833805826453,HDL_BMI_trt
race_ethOther Race,0.041547580137060676,0.5023641875668698,0.9984245934835116,0.5480665257176366,0.08338830416786402,39.66010363216047,1294.2918774930679,-0.4539245946151027,2.450773781582126,0.7403151529704337,"1 	 (-0.45, 2.45)",0.9984245934835116,-0.4539245946151027,2.450773781582126,HDL_BMI_trt
(Intercept),0.12675866534206984,0.5447562757974007,55.298335166689824,0.6841908076736776,0.20379480447913245,17.406159166122993,216.6986938006255,53.66802964606738,56.92864068731227,0.8271582724446861,"55.3 	 (53.67, 56.93)",55.298335166689824,53.66802964606738,56.92864068731227,HDL_BF_trt
age,2.450681782537756e-5,1.0817283968216032e-4,0.13599129038916857,1.3513033929007565e-4,0.19949257694119588,17.672063521540952,226.14606157119056,0.11308499047747235,0.1588975903008648,0.011624557595456081,"0.14 	 (0.11, 0.16)",0.13599129038916857,0.11308499047747235,0.1588975903008648,HDL_BF_trt
chol_med_taking1,0.09266045784071393,0.09145921452086146,1.296361273138765,0.1933857181456468,0.5270632423228909,10.687614087201792,32.39791418766722,0.40103801442835707,2.191684531849173,0.43975643047674334,"1.3 	 (0.4, 2.19)",1.296361273138765,0.40103801442835707,2.191684531849173,HDL_BF_trt
chol_med_told1,0.019362650193462002,0.13663422756064603,-4.561289549577261,0.15793314277345422,0.134860326583637,24.250934206814225,494.8505933512389,-5.342104705637526,-3.7804743935169967,0.39740803058500745,"-4.56 	 (-5.34, -3.78)",-4.561289549577261,-5.342104705637526,-3.7804743935169967,HDL_BF_trt
fat_percentage,3.1130107950922044e-4,4.4108048789807025e-4,-0.44139334697105775,7.835116753582127e-4,0.4370466940439488,11.467877737057862,47.11799812407316,-0.4977008137525206,-0.3850858801895949,0.027991278558833512,"-0.44 	 (-0.5, -0.39)",-0.44139334697105775,-0.4977008137525206,-0.3850858801895949,HDL_BF_trt
female,0.029329046644270114,0.14190293561352513,13.666856010701352,0.17416488692222226,0.18523797694712435,18.658411205365812,262.2904335236128,12.845111225627436,14.488600795775268,0.41733066856177997,"13.67 	 (12.85, 14.49)",13.666856010701352,12.845111225627436,14.488600795775268,HDL_BF_trt
race_ethHispanic,0.04807776987596125,0.13934166427002917,-2.4624187617121147,0.19222721113358654,0.27511998198218174,14.36738488146363,118.90448622173335,-3.3305754442710453,-1.5942620791531845,0.43843723739389034,"-2.46 	 (-3.33, -1.59)",-2.4624187617121147,-3.3305754442710453,-1.5942620791531845,HDL_BF_trt
race_ethNH Black,0.050069528794906296,0.2027219832340167,2.1948065805844013,0.2577984649084136,0.21364161999166129,16.844628123953083,197.1835969207058,1.1935117358083567,3.1961014253604456,0.507738579298849,"2.19 	 (1.19, 3.2)",2.1948065805844013,1.1935117358083567,3.1961014253604456,HDL_BF_trt
race_ethNH White,0.04018896833464705,0.16868162340248283,0.9983878525961917,0.2128894885705946,0.20765640175537528,17.17849004309496,208.71413425217733,0.08878712081959939,1.907988584372784,0.46139948913126744,"1 	 (0.09, 1.91)",0.9983878525961917,0.08878712081959939,1.907988584372784,HDL_BF_trt
race_ethOther Race,0.044392483845468574,0.47537790332902374,-1.8655384904116328,0.5242096355590392,0.09315306113734292,35.05239227338889,1037.1659427674829,-3.286255875330535,-0.4448211054927307,0.7240232286046071,"-1.87 	 (-3.29, -0.44)",-1.8655384904116328,-3.286255875330535,-0.4448211054927307,HDL_BF_trt
(Intercept),49.333879566381164,51.757053667496635,174.76509156964485,106.02432119051592,0.511837915241221,10.798604699910463,34.35402297714746,153.84739358136102,195.6827895579287,10.296811214668157,"174.77 	 (153.85, 195.68)",174.76509156964485,153.84739358136102,195.6827895579287,Triglyceride_BMI
age,0.001863246876767181,0.0051551615795649,-0.260685682034674,0.007204733144008799,0.28447570832630353,14.09680782321967,111.21212380937354,-0.42887891932940037,-0.09249244473994772,0.08488069947879082,"-0.26 	 (-0.43, -0.09)",-0.260685682034674,-0.42887891932940037,-0.09249244473994772,Triglyceride_BMI
bmi,0.06430303067291915,0.04235901858800845,-1.411703400227213,0.11309235232821951,0.6254475416244503,10.110215674062434,23.007039058679943,-2.1073647605744057,-0.7160420398800207,0.3362920640280105,"-1.41 	 (-2.11, -0.72)",-1.411703400227213,-2.1073647605744057,-0.7160420398800207,Triglyceride_BMI
female,2.244860921934399,6.983786511926599,22.683947901992703,9.453133526054438,0.2612199444048791,14.810625002565345,131.8954591484203,16.60205078473934,28.765845019246065,3.0745948555955205,"22.68 	 (16.6, 28.77)",22.683947901992703,16.60205078473934,28.765845019246065,Triglyceride_BMI
race_ethHispanic,14.70566667298548,19.1433917766356,5.224152333044632,35.319625116919624,0.45799561254501864,11.25621361195068,42.90618235353212,-6.761871136220117,17.21017580230938,5.943031643607463,"5.22 	 (-6.76, 17.21)",5.224152333044632,-6.761871136220117,17.21017580230938,Triglyceride_BMI
race_ethNH Black,15.704139697110218,17.62289888433933,20.742872655617298,34.89745255116057,0.4950090165319746,10.929963737720415,36.7296077341832,8.770354905874884,32.71539040535971,5.9074065842094,"20.74 	 (8.77, 32.72)",20.742872655617298,8.770354905874884,32.71539040535971,Triglyceride_BMI
race_ethNH White,10.80539841708062,19.871240553795957,13.72341575009106,31.75717881258464,0.3742756347764291,12.260840519939375,64.24796824306893,2.466345071499431,24.98048642868269,5.635350815396024,"13.72 	 (2.47, 24.98)",13.72341575009106,2.466345071499431,24.98048642868269,Triglyceride_BMI
race_ethOther Race,39.61062972641301,88.77198588165614,12.166098367911475,132.34367858071045,0.3292313857853203,13.040861114085253,83.0309581199677,-10.714912499904779,35.047109235727724,11.504072260756642,"12.17 	 (-10.71, 35.05)",12.166098367911475,-10.714912499904779,35.047109235727724,Triglyceride_BMI
(Intercept),51.234100001999316,46.76089565425708,176.93150738286164,103.11840565645633,0.546532014759391,10.555453184640443,30.13084387682376,156.1965714663057,197.66644329941758,10.15472331757278,"176.93 	 (156.2, 197.67)",176.93150738286164,156.1965714663057,197.66644329941758,Triglyceride_BF
age,0.002047712828825744,0.005210989899096668,-0.22347635149042291,0.007463474010804987,0.30180102569491934,13.645875423804902,98.81004261228061,-0.3948997088511955,-0.052052994129650365,0.08639140009749227,"-0.22 	 (-0.39, -0.05)",-0.22347635149042291,-0.3948997088511955,-0.052052994129650365,Triglyceride_BF
fat_percentage,0.05162842998490344,0.03548964168749905,-1.3952895506465834,0.09228091467089283,0.6154173177187509,10.159991106272496,23.76309932924641,-2.0225869188908394,-0.7679921824023274,0.3037777389324189,"-1.4 	 (-2.02, -0.77)",-1.3952895506465834,-2.0225869188908394,-0.7679921824023274,Triglyceride_BF
female,3.134179287559441,9.589058141132126,33.31560942848947,13.036655357447511,0.264454119694578,14.702717507550489,128.6891213481173,26.171724406411997,40.45949445056695,3.6106308808084373,"33.32 	 (26.17, 40.46)",33.31560942848947,26.171724406411997,40.45949445056695,Triglyceride_BF
race_ethHispanic,13.04016014585106,18.94531983003119,1.5060321422347183,33.28949599046736,0.4308919595701811,11.534379647216493,48.473650693612065,-10.09180960621655,13.103873890685984,5.769705017630222,"1.51 	 (-10.09, 13.1)",1.5060321422347183,-10.09180960621655,13.103873890685984,Triglyceride_BF
race_ethNH Black,12.714662512496329,15.950929089862427,13.923495760008075,29.93705785360839,0.46718447858630097,11.169930668553672,41.23497144472446,2.8755362026522597,24.97145531736389,5.471476752542077,"13.92 	 (2.88, 24.97)",13.923495760008075,2.8755362026522597,24.97145531736389,Triglyceride_BF
race_ethNH White,10.072791423470667,19.000782215495892,10.359155499123782,30.080852781313627,0.36834296708172876,12.351417394588973,66.33423808734231,-0.5901747837393145,21.308485781986874,5.484601424106735,"10.36 	 (-0.59, 21.31)",10.359155499123782,-0.5901747837393145,21.308485781986874,Triglyceride_BF
race_ethOther Race,32.97761437650037,86.91710856635297,7.848834352803436,123.19248438050337,0.29446094862497474,13.829553901648278,103.79754833051669,-14.161822800850391,29.85949150645726,11.09921098008788,"7.85 	 (-14.16, 29.86)",7.848834352803436,-14.161822800850391,29.85949150645726,Triglyceride_BF
(Intercept),45.094670247331976,49.25106425461306,167.14319540850272,98.85520152667824,0.5017858090014455,10.875911288185508,35.74421466930421,146.97366596249526,187.31272485451015,9.942595311420366,"167.14 	 (146.97, 187.31)",167.14319540850272,146.97366596249526,187.31272485451015,Triglyceride_BMI_trt
age,0.002948389719571854,0.007503335816996349,-0.20082981868018088,0.010746564508525389,0.3017921391488549,13.646091674759717,98.81586180244057,-0.4065296768035398,0.004870039443178015,0.10366563803172867,"-0.2 	 (-0.41, 0)",-0.20082981868018088,-0.4065296768035398,0.004870039443178015,Triglyceride_BMI_trt
bmi,0.06520835605781018,0.04044619586752221,-1.3625538904684544,0.11217538753111342,0.6394378770806217,10.043588245280027,22.011305079174967,-2.05712710084678,-0.667980680090129,0.33492594335332315,"-1.36 	 (-2.06, -0.67)",-1.3625538904684544,-2.05712710084678,-0.667980680090129,Triglyceride_BMI_trt
chol_med_taking1,22.03481881134667,7.703605619063742,13.211899243737559,31.941906311545083,0.7588244876831489,9.581181333239275,15.630030831847991,1.2077040659046165,25.216094421570496,5.651717111776303,"13.21 	 (1.21, 25.22)",13.211899243737559,1.2077040659046165,25.216094421570496,Triglyceride_BMI_trt
chol_med_told1,6.553829876373991,16.313027596686677,-13.058077823108656,23.522240460698068,0.30648495733460596,13.533870092063522,95.8129434223142,-22.685438492062072,-3.430717154155241,4.8499732432971285,"-13.06 	 (-22.69, -3.43)",-13.058077823108656,-22.685438492062072,-3.430717154155241,Triglyceride_BMI_trt
female,2.1500580223019825,7.040344134140707,21.343899127962917,9.405407958672887,0.2514578671041393,15.155782309143577,142.33511430147004,15.281490874667668,27.406307381258166,3.066823757354323,"21.34 	 (15.28, 27.41)",21.343899127962917,15.281490874667668,27.406307381258166,Triglyceride_BMI_trt
race_ethHispanic,14.771127370876258,18.980345895331773,5.640342594048818,35.22858600329566,0.4612231699121801,11.225477270407744,42.30778384614708,-6.335132659102287,17.61581784719992,5.935367385705426,"5.64 	 (-6.34, 17.62)",5.640342594048818,-6.335132659102287,17.61581784719992,Triglyceride_BMI_trt
race_ethNH Black,14.775733829046326,17.704909193966653,20.335889812468807,33.95821640591761,0.47862664568916036,11.067554012360402,39.286990713803,8.551678058778267,32.12010156615934,5.827367879747906,"20.34 	 (8.55, 32.12)",20.335889812468807,8.551678058778267,32.12010156615934,Triglyceride_BMI_trt
race_ethNH White,10.874161453466144,19.808765811427264,13.188516587533346,31.770343410240024,0.3765013630591533,12.227679226918502,63.49059598122233,1.9265357571945696,24.45049741787212,5.63651873147247,"13.19 	 (1.93, 24.45)",13.188516587533346,1.9265357571945696,24.45049741787212,Triglyceride_BMI_trt
race_ethOther Race,39.65632116900683,89.75951023189214,12.314731628879937,133.38146351779966,0.32704659354773236,13.084862823580378,84.14401860699753,-10.651324677902739,35.28078793566261,11.549089293870736,"12.31 	 (-10.65, 35.28)",12.314731628879937,-10.651324677902739,35.28078793566261,Triglyceride_BMI_trt
(Intercept),51.15647591479049,45.53144761367081,169.9201731244647,101.80357111994036,0.5527519603410797,10.51535568001139,29.456553138782375,149.2981489510723,190.5421972978571,10.089775573318782,"169.92 	 (149.3, 190.54)",169.9201731244647,149.2981489510723,190.5421972978571,Triglyceride_BF_trt
age,0.0037411635437407586,0.007520422243808593,-0.15538041070124278,0.011635702141923427,0.3536769717821741,12.589947815138814,71.9496925625597,-0.3704157251883827,0.05965490378589708,0.1078689118417509,"-0.16 	 (-0.37, 0.06)",-0.15538041070124278,-0.3704157251883827,0.05965490378589708,Triglyceride_BF_trt
chol_med_taking1,21.04008979326607,7.851147648421853,13.546325126676235,30.99524642101453,0.746698331035083,9.620968920815724,16.14180691962538,1.7525179632643049,25.340132290088164,5.567337462469339,"13.55 	 (1.75, 25.34)",13.546325126676235,1.7525179632643049,25.340132290088164,Triglyceride_BF_trt
chol_med_told1,7.437293122061887,16.652202333030665,-13.912299825842275,24.83322476729874,0.32943858523928526,13.036722234088387,82.92654679863692,-23.82400213540145,-4.0005975162831025,4.983294569589353,"-13.91 	 (-23.82, -4)",-13.912299825842275,-23.82400213540145,-4.0005975162831025,Triglyceride_BF_trt
fat_percentage,0.05172565907872735,0.035310174381120975,-1.3849516977039567,0.09220839936772107,0.6170611937389098,10.151713961588676,23.636656259885502,-2.012181962306575,-0.7577214331013385,0.3036583596210074,"-1.38 	 (-2.01, -0.76)",-1.3849516977039567,-2.012181962306575,-0.7577214331013385,Triglyceride_BF_trt
female,3.0488601440283793,9.538441070801179,31.848230849014726,12.892187229232396,0.26013787255794457,14.847417018785341,132.9950083384949,24.74622159435763,38.950240103671824,3.5905692068573747,"31.85 	 (24.75, 38.95)",31.848230849014726,24.74622159435763,38.950240103671824,Triglyceride_BF_trt
race_ethHispanic,13.370045634621823,18.79932963491765,2.176968349321335,33.50637983300166,0.43893283223628043,11.447908972365079,46.71392667898455,-9.469813129100348,13.823749827743013,5.788469558786818,"2.18 	 (-9.47, 13.82)",2.176968349321335,-9.469813129100348,13.823749827743013,Triglyceride_BF_trt
race_ethNH Black,12.088234839461402,15.988901360876334,13.778574463836584,29.285959684283874,0.45404208934096585,11.294517536264486,43.65663748393369,2.8696864674792923,24.68746246019387,5.411650366042126,"13.78 	 (2.87, 24.69)",13.778574463836584,2.8696864674792923,24.68746246019387,Triglyceride_BF_trt
race_ethNH White,10.29717256850144,19.018791313016173,9.989216620269247,30.34568113836776,0.3732620063363929,12.276088762181791,64.59738496020837,-1.0136998971068163,20.992133137645308,5.508691417965592,"9.99 	 (-1.01, 20.99)",9.989216620269247,-1.0136998971068163,20.992133137645308,Triglyceride_BF_trt
race_ethOther Race,33.21725647530423,88.12156473664521,8.2633943431375,124.66054685947987,0.2931078279643856,13.864557386491446,104.75811496205588,-13.875628995402979,30.402417681677974,11.165148761188982,"8.26 	 (-13.88, 30.4)",8.2633943431375,-13.875628995402979,30.402417681677974,Triglyceride_BF_trt
(Intercept),0.5032936854060736,3.3526924137599647,169.19285098664955,3.9063154677066456,0.14172512653508418,23.20130748500778,448.0730285283303,165.30860769650425,173.07709427679484,1.9764400997011384,"169.19 	 (165.31, 173.08)",169.19285098664955,165.30860769650425,173.07709427679484,Total_cholesterol_BMI
age,4.104173751724054e-5,4.6974132172552114e-4,0.35531557304527017,5.148872329944857e-4,0.08768116274005204,37.47260889142851,1170.6576533112188,0.3107957528057117,0.39983539328482864,0.02269112674581158,"0.36 	 (0.31, 0.4)",0.35531557304527017,0.3107957528057117,0.39983539328482864,Total_cholesterol_BMI
bmi,3.3421751915602344e-4,0.0024734760067889063,0.11616270059281612,0.0028411152778605323,0.12939963187571613,25.18433029624225,537.4974742310269,0.011456705214123869,0.22086869597150838,0.05330211325886181,"0.12 	 (0.01, 0.22)",0.11616270059281612,0.011456705214123869,0.22086869597150838,Total_cholesterol_BMI
female,0.02075221183989872,0.536130934773064,6.532387791503412,0.5589583677969525,0.040839236585471235,100.91964040383533,5396.190575826843,5.066721010446393,7.998054572560431,0.747635183626983,"6.53 	 (5.07, 8)",6.532387791503412,5.066721010446393,7.998054572560431,Total_cholesterol_BMI
